StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id,Complete Data,Ling_or_Analog,Attention Check
3/11/22 14:53,3/11/22 15:08,IP Address,66.176.150.166,100,882,TRUE,3/11/22 15:08,R_1DA4YVADuUz9asJ,,,,,26.6598053,-80.24289703,anonymous,EN,I agree to participate.,Safari,15.2,Macintosh,1440x900,18,12,english,right,male,man,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Somewhat disagree,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,46690,1,Analog,7
3/12/22 14:56,3/12/22 15:29,IP Address,128.227.12.141,100,1961,TRUE,3/12/22 15:29,R_3oRxTPhCp0EhEes,,,,,29.65029907,-82.34860229,anonymous,EN,I agree to participate.,Safari,13.1,Macintosh,1366x768,18,13,english,right,female,woman,,other,Pansexual,white,,Disagree,Strongly disagree,Somewhat agree,Neutral,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,"No image at all, you only ""know"" that you are thinking of an object",Perfectly clear and as vivid as normal vision,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,46760,1,Analog,8
3/12/22 16:20,3/12/22 16:32,IP Address,66.231.142.211,100,768,TRUE,3/12/22 16:32,R_3PcuuSEE39KQesK,,,,,29.646698,-82.32839966,anonymous,EN,I agree to participate.,Safari,15.3,Macintosh,1680x1050,19,12,english,right,male,man,,heterosexual,,white,,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46477,0,N/A,N/A
3/12/22 16:33,3/12/22 16:37,IP Address,66.231.142.211,100,264,TRUE,3/12/22 16:37,R_2ebwjbUap13EsKE,,,,,29.646698,-82.32839966,anonymous,EN,I agree to participate.,Safari,15.3,Macintosh,1680x1050,19,12,english,right,male,man,,heterosexual,,white,,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Disagree,Somewhat agree,Somewhat agree,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46477,0,N/A,N/A
3/14/22 6:39,3/14/22 7:00,IP Address,128.227.126.7,100,1257,TRUE,3/14/22 7:00,R_3shkETkGThrZeNJ,,,,,29.69590759,-82.40419769,anonymous,EN,I agree to participate.,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,19,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46695,1,Analog,6
3/14/22 7:00,3/14/22 7:03,IP Address,128.227.126.7,100,158,TRUE,3/14/22 7:03,R_eeM0OuG5KTtwu09,,,,,29.69590759,-82.40419769,anonymous,EN,I agree to participate.,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,19,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46695,0,N/A,N/A
3/14/22 12:56,3/14/22 13:17,IP Address,12.119.13.106,100,1306,TRUE,3/14/22 13:17,R_1E6eQrs3hMlUsS8,,,,,29.646698,-82.32839966,anonymous,EN,I agree to participate.,Chrome,98.0.4758.109,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,ufbold5000,46466,1,Analog,7
3/14/22 13:40,3/14/22 13:53,IP Address,98.190.190.70,100,782,TRUE,3/14/22 13:53,R_QbMdWMIuqH4CPqF,,,,,29.70050049,-82.30799866,anonymous,EN,I agree to participate.,Chrome,98.0.4758.109,Macintosh,1440x900,20,14,english,right,female,woman,,heterosexual,,white,,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46549,0,N/A,N/A
3/14/22 20:40,3/14/22 21:06,IP Address,128.227.1.5,100,1612,TRUE,3/14/22 21:06,R_C9wHHHShHZS12yR,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Safari,15.3,Macintosh,834x1194,18,12,english,right,female,woman,,heterosexual,,"hisp,white",,Strongly agree,Strongly disagree,Somewhat agree,Agree,Disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,46783,1,Analog,8
3/15/22 8:08,3/15/22 8:21,IP Address,68.227.78.218,100,804,TRUE,3/15/22 8:21,R_2rBMUaFqhkZlsfA,,,,,29.646698,-82.32839966,anonymous,EN,I agree to participate.,Chrome,99.0.4844.51,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,"hisp,white",,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,Disagree,Neutral,Somewhat disagree,Strongly disagree,Neutral,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,46475,1,Analog,6
3/15/22 11:02,3/15/22 11:28,IP Address,128.227.1.5,100,1575,TRUE,3/15/22 11:28,R_2uKzBq4EUu40wd9,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Macintosh,1440x900,21,14,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,46655,0,N/A,N/A
3/15/22 11:32,3/16/22 17:30,IP Address,66.231.156.184,100,107882,TRUE,3/16/22 17:30,R_2zA8afPrLyyNXRf,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Macintosh,1440x900,21,14,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,46655,0,N/A,N/A
3/16/22 19:52,3/16/22 20:22,IP Address,128.227.1.61,100,1803,TRUE,3/16/22 20:22,R_2wsjT3pk3hdlktO,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Edge,99.0.1150.39,Windows NT 10.0,1536x864,19,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,46689,1,Analog,9
